x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-170.0,-60.0,0.0,endothelial_cell
-170.0,-50.0,0.0,endothelial_cell
-170.0,-40.0,0.0,endothelial_cell
-170.0,-30.0,0.0,endothelial_cell
-170.0,-20.0,0.0,endothelial_cell
-170.0,-10.0,0.0,endothelial_cell
-170.0,0.0,0.0,endothelial_cell
-170.0,10.0,0.0,endothelial_cell
-170.0,20.0,0.0,endothelial_cell
-170.0,30.0,0.0,endothelial_cell
-170.0,40.0,0.0,endothelial_cell
-170.0,50.0,0.0,endothelial_cell
-170.0,60.0,0.0,endothelial_cell
-180.0,-25.0,0.0,VEGF_secretor
-160.0,-20.0,0.0,VEGF_secretor
-180.0,-15.0,0.0,VEGF_secretor
-160.0,-10.0,0.0,VEGF_secretor
-180.0,-5.0,0.0,VEGF_secretor
-160.0,0,0.0,VEGF_secretor
-180.0,5.0,0.0,VEGF_secretor
-160.0,10.0,0.0,VEGF_secretor
-180.0,15.0,0.0,VEGF_secretor
-160.0,20.0,0.0,VEGF_secretor
-110.0,25.0,0.0,VEGF_secretor
